"date","BC","Dust","OC","SO4","SS","PM25"
1994-05-14,2.12042069703898e-07,1.95267286773107e-05,1.01436011247285e-06,1.49859760529918e-05,4.08635380435231e-06,3.98254607168316e-05
1994-05-15,2.09421745169246e-07,1.84717454601086e-05,1.05940979079007e-06,1.48389079161546e-05,3.90321398091065e-06,3.84826988931331e-05
1994-05-16,2.06568378779294e-07,1.85412934041227e-05,1.04165883211509e-06,1.45169272955622e-05,2.98476523131941e-06,3.72912131418986e-05
1994-05-17,1.95960606620602e-07,1.80960177127645e-05,9.56886322135874e-07,1.45518803105746e-05,2.8805149834146e-06,3.66812599355102e-05
1994-05-18,1.92421626895391e-07,1.6763455310669e-05,9.56846334349693e-07,1.50744635682024e-05,2.14105446502472e-06,3.51282413051412e-05
1994-05-19,1.91376386580224e-07,1.62069340590649e-05,9.61046808311991e-07,1.5357535063492e-05,1.98152346075766e-06,3.46984157782068e-05
1994-05-20,1.91564589037179e-07,1.62879837752571e-05,9.91753046809898e-07,1.53878255837914e-05,2.49375434597863e-06,3.53528813408742e-05
1994-05-21,1.87797403087645e-07,1.68879152614847e-05,9.78622302169932e-07,1.51706715599712e-05,2.32272529917935e-06,3.55477318258928e-05
1994-05-22,1.90528459167531e-07,1.83346218335681e-05,9.90683696040531e-07,1.50376914217209e-05,2.57110975723882e-06,3.71246351677359e-05
1994-05-23,1.99282212346619e-07,1.9287270190184e-05,1.05632999522684e-06,1.50878906803967e-05,3.97955851952242e-06,3.96103315976765e-05
1994-05-24,2.05382115908841e-07,1.93194935230256e-05,1.14190054011338e-06,1.50882740361249e-05,3.57820277548845e-06,3.93332529906612e-05
1994-05-25,2.05046109105619e-07,1.88822175985599e-05,1.21387788389674e-06,1.52191424708056e-05,2.30906782762464e-06,3.78293518899925e-05
1994-05-26,2.02984446267547e-07,1.88576097783629e-05,1.23489801857988e-06,1.51401080551855e-05,1.71324218442742e-06,3.71488424828233e-05
1994-05-27,2.05197064836529e-07,1.86497253318456e-05,1.27054069334922e-06,1.5000737284525e-05,2.30052253997701e-06,3.74267229145333e-05
1994-05-28,2.0762966297975e-07,1.74418479301313e-05,1.35171715937784e-06,1.50303785898588e-05,2.74893751186742e-06,3.6780510854215e-05
1994-05-29,2.0665574496062e-07,1.56420664675328e-05,1.44553202540263e-06,1.51255608994475e-05,6.970406164718e-06,3.93902213020615e-05
1994-05-30,2.16562847667558e-07,1.51445474721345e-05,1.57986924092101e-06,1.48047807289322e-05,6.18329598943773e-06,3.79290562790931e-05
1994-05-31,2.30075677411745e-07,1.52255767942092e-05,1.63164391477319e-06,1.47249945766329e-05,3.29895705629406e-06,3.51112480193211e-05
1994-06-01,2.36198926323004e-07,1.59982668453397e-05,1.64783993823717e-06,1.44133271551319e-05,2.36578647107091e-06,3.46614193361027e-05
1994-06-02,2.39207855814627e-07,1.63824586415745e-05,1.74327859889924e-06,1.42848625246584e-05,2.31028553430569e-06,3.49600931552525e-05
1994-06-03,2.41501026466464e-07,1.64728629380195e-05,1.77390641907883e-06,1.41206151710808e-05,2.46771158898859e-06,3.50765971436342e-05
1994-06-04,2.49158254278581e-07,1.72473756618033e-05,1.78536110508382e-06,1.38022803461513e-05,2.91374456598409e-06,3.59979199333011e-05
1994-06-05,2.73426613562993e-07,1.74326933404916e-05,2.16896225039448e-06,1.3471047200562e-05,3.11285457454189e-06,3.6458983979553e-05
1994-06-06,2.87302929787521e-07,1.76596967844443e-05,2.38849953972595e-06,1.34060040608732e-05,3.63015040475155e-06,3.73716537195826e-05
1994-06-07,2.83616544702792e-07,1.73448484335107e-05,2.34594162029359e-06,1.33446489838283e-05,4.61646792429747e-06,3.79355235066329e-05
1994-06-08,2.83072319215802e-07,1.69848201798905e-05,2.3217606830543e-06,1.33194486366435e-05,5.02189190740625e-06,3.79309937262103e-05
1994-06-09,2.66657905513078e-07,1.59817026781467e-05,2.15768966432783e-06,1.33492696331882e-05,3.65919628242822e-06,3.5414516163604e-05
1994-06-10,2.40129279662892e-07,1.41459429836681e-05,1.96330704444376e-06,1.33144469745861e-05,3.3729749977018e-06,3.30368012800627e-05
1994-06-11,2.3710419371542e-07,1.41173757337119e-05,2.01048281403079e-06,1.35865611859389e-05,4.02431848438393e-06,3.39758424117809e-05
1994-06-12,2.29246471070732e-07,1.42480760163248e-05,1.95491669716116e-06,1.36452020619847e-05,3.87508209623836e-06,3.39525233427798e-05
1994-06-13,2.22635630562166e-07,1.39239403793064e-05,2.01805011284608e-06,1.36787433328709e-05,4.73325834624181e-06,3.45766278018274e-05
1994-06-14,2.27555441046358e-07,1.36756632937841e-05,2.1548105568031e-06,1.33508453900121e-05,4.21273805100929e-06,3.36216127326549e-05
1994-06-15,2.32081196924745e-07,1.3461670319989e-05,2.19899326673344e-06,1.32624213462548e-05,2.81693645650927e-06,3.19721025864112e-05
1994-06-16,2.27426201179264e-07,1.31048574792501e-05,2.00788379261715e-06,1.32471942238492e-05,2.28625507471112e-06,3.08736167716068e-05
1994-06-17,2.21219022539868e-07,1.3677658471421e-05,1.86636841940598e-06,1.30170565895854e-05,3.6814434941838e-06,3.24637459971361e-05
1994-06-18,2.31056720055244e-07,1.38106746063388e-05,1.89658612636277e-06,1.27868897924095e-05,4.2445435877509e-06,3.29697508329172e-05
1994-06-19,2.32903423193614e-07,1.13222928935794e-05,1.96218837444427e-06,1.30263743468455e-05,3.13441825541e-06,2.96781772934728e-05
1994-06-20,2.21989427963564e-07,1.06115572700464e-05,1.78868532643519e-06,1.29959968706878e-05,2.57751867869111e-06,2.81957475738241e-05
1994-06-21,2.24543407096005e-07,1.07384522667035e-05,1.80798240469997e-06,1.28655494843108e-05,2.61987934050023e-06,2.82564069033105e-05
1994-06-22,2.34000108909842e-07,1.04940746624032e-05,1.90821047719665e-06,1.27281475764116e-05,2.03728824682022e-06,2.74017210717416e-05
1994-06-23,2.42001003429936e-07,1.07580026375752e-05,1.91664719234928e-06,1.28172786071406e-05,1.67202312829021e-06,2.74059525687853e-05
1994-06-24,2.71700296891578e-07,1.14994422698185e-05,2.50179893397288e-06,1.29099364864347e-05,1.94150583863332e-06,2.91243838257509e-05
1994-06-25,2.62082585895993e-07,1.10552041611165e-05,2.21234222234346e-06,1.27949093030162e-05,1.63964663660377e-06,2.79641849089758e-05
1994-06-26,2.34080870967914e-07,1.07775391885627e-05,1.77360470011882e-06,1.29579930106236e-05,3.16410718441849e-06,2.89073249546915e-05
1994-06-27,2.16257677050579e-07,9.36963612810396e-06,1.67444157120801e-06,1.27675472237742e-05,5.54689837968333e-06,2.95747809798201e-05
1994-06-28,2.35931705914481e-07,8.53091689333081e-06,2.21850480917052e-06,1.28430228690312e-05,4.44105303296219e-06,2.82694293104092e-05
1994-06-29,2.72427968645728e-07,1.13605982922405e-05,2.77144496206939e-06,1.29385721249265e-05,2.37761901973381e-06,2.97206623676159e-05
1994-06-30,2.69066037987428e-07,1.02868176220281e-05,2.77064576911962e-06,1.28358987158493e-05,3.18902172547577e-06,2.93514498704602e-05
