date,nwvf_time_integral,SO4,days_diff
1993-01-31,0.0,6.207,30.0
1993-02-28,0.0,8.833,28.0
1993-03-31,0.0,1.6840000000000002,8.0
1993-04-30,0.0,0.0,0.0
1993-05-31,0.0,0.0,0.0
1993-06-30,0.0,0.0,0.0
1993-07-31,0.0,0.0,0.0
1993-08-31,0.0,0.0,0.0
1993-09-30,0.0,0.0,0.0
1993-10-31,0.0,0.0,0.0
1993-11-30,0.0,0.0,0.0
1993-12-31,0.0,0.0,0.0
1994-01-31,-1272218.4321500163,9.100999999999999,329.0
1994-02-28,4326334.798322321,3.553,28.0
1994-03-31,3199513.4733998175,1.536,8.0
1994-04-30,0.0,0.0,0.0
1994-05-31,0.0,0.0,0.0
1994-06-30,0.0,0.0,0.0
1994-07-31,0.0,0.0,0.0
1994-08-31,0.0,0.0,0.0
1994-09-30,0.0,0.0,0.0
1994-10-31,0.0,0.0,0.0
1994-11-30,0.0,0.0,0.0
1994-12-31,0.0,0.0,0.0
1995-01-31,4219427.526570221,5.573,329.0
1995-02-28,-973957.2172575226,7.655,28.0
1995-03-31,-215017.84967654853,2.245,8.0
1995-04-30,0.0,0.0,0.0
1995-05-31,0.0,0.0,0.0
1995-06-30,0.0,0.0,0.0
1995-07-31,0.0,0.0,0.0
1995-08-31,0.0,0.0,0.0
1995-09-30,0.0,0.0,0.0
1995-10-31,0.0,0.0,0.0
1995-11-30,0.0,0.0,0.0
1995-12-31,0.0,0.0,0.0
1996-01-31,12331900.277331088,3.159,329.0
1996-02-29,4065739.56635922,5.2139999999999995,29.0
1996-03-31,141940.46594683407,1.528,7.0
1996-04-30,0.0,0.0,0.0
1996-05-31,0.0,0.0,0.0
1996-06-30,0.0,0.0,0.0
1996-07-31,0.0,0.0,0.0
1996-08-31,0.0,0.0,0.0
1996-09-30,0.0,0.0,0.0
1996-10-31,0.0,0.0,0.0
1996-11-30,0.0,0.0,0.0
1996-12-31,0.0,0.0,0.0
1997-01-31,24567657.266758826,5.65,330.0
1997-02-28,2989752.9115401455,10.033,28.0
1997-03-31,3360571.3703457904,0.856,8.0
1997-04-30,0.0,0.0,0.0
1997-05-31,0.0,0.0,0.0
1997-06-30,0.0,0.0,0.0
1997-07-31,0.0,0.0,0.0
1997-08-31,0.0,0.0,0.0
1997-09-30,0.0,0.0,0.0
1997-10-31,0.0,0.0,0.0
1997-11-30,0.0,0.0,0.0
1997-12-31,0.0,0.0,0.0
1998-01-31,1578398.3597565794,7.932,329.0
1998-02-28,1234081.3766056998,7.085,28.0
1998-03-31,-1538923.389223998,4.218,8.0
1998-04-30,0.0,0.0,0.0
1998-05-31,0.0,0.0,0.0
1998-06-30,0.0,0.0,0.0
1998-07-31,0.0,0.0,0.0
1998-08-31,0.0,0.0,0.0
1998-09-30,0.0,0.0,0.0
1998-10-31,0.0,0.0,0.0
1998-11-30,0.0,0.0,0.0
1998-12-31,0.0,0.0,0.0
1999-01-31,2988293.4769513477,4.901,329.0
1999-02-28,5284267.584969298,7.495,28.0
1999-03-31,466714.86971663724,3.159,8.0
1999-04-30,0.0,0.0,0.0
1999-05-31,0.0,0.0,0.0
1999-06-30,0.0,0.0,0.0
1999-07-31,0.0,0.0,0.0
1999-08-31,0.0,0.0,0.0
1999-09-30,0.0,0.0,0.0
1999-10-31,0.0,0.0,0.0
1999-11-30,0.0,0.0,0.0
1999-12-31,0.0,0.0,0.0
2000-01-31,4889461.007015724,5.649,329.0
2000-02-29,1759115.7922795843,3.063,29.0
2000-03-31,-784640.1057427183,1.904,7.0
2000-04-30,0.0,0.0,0.0
2000-05-31,0.0,0.0,0.0
2000-06-30,0.0,0.0,0.0
2000-07-31,0.0,0.0,0.0
2000-08-31,0.0,0.0,0.0
2000-09-30,0.0,0.0,0.0
2000-10-31,0.0,0.0,0.0
2000-11-30,0.0,0.0,0.0
2000-12-31,0.0,0.0,0.0
2001-01-31,5167713.755229537,5.298,330.0
2001-02-28,4017393.0337796872,4.035,28.0
2001-03-31,-863584.7775425068,2.987,8.0
2001-04-30,0.0,0.0,0.0
2001-05-31,0.0,0.0,0.0
2001-06-30,0.0,0.0,0.0
2001-07-31,0.0,0.0,0.0
2001-08-31,0.0,0.0,0.0
2001-09-30,0.0,0.0,0.0
2001-10-31,0.0,0.0,0.0
2001-11-30,0.0,0.0,0.0
2001-12-31,0.0,0.0,0.0
2002-01-31,1381915.5786166715,3.217,329.0
2002-02-28,365621.2940619293,5.494,28.0
2002-03-31,-514665.42571763555,1.371,8.0
2002-04-30,0.0,0.0,0.0
2002-05-31,0.0,0.0,0.0
2002-06-30,0.0,0.0,0.0
2002-07-31,0.0,0.0,0.0
2002-08-31,0.0,0.0,0.0
2002-09-30,0.0,0.0,0.0
2002-10-31,0.0,0.0,0.0
2002-11-30,0.0,0.0,0.0
2002-12-31,0.0,0.0,0.0
2003-01-31,-1946322.8903804142,6.654,329.0
2003-02-28,8737794.559011104,6.64,28.0
2003-03-31,584673.6773204175,1.722,8.0
2003-04-30,0.0,0.0,0.0
2003-05-31,0.0,0.0,0.0
2003-06-30,0.0,0.0,0.0
2003-07-31,0.0,0.0,0.0
2003-08-31,0.0,0.0,0.0
2003-09-30,0.0,0.0,0.0
2003-10-31,0.0,0.0,0.0
2003-11-30,0.0,0.0,0.0
2003-12-31,0.0,0.0,0.0
2004-01-31,3262816.8578630616,14.216,329.0
2004-02-29,203349.81093800624,6.755,29.0
2004-03-31,1671781.3438651336,0.65,7.0
2004-04-30,0.0,0.0,0.0
2004-05-31,0.0,0.0,0.0
2004-06-30,0.0,0.0,0.0
2004-07-31,0.0,0.0,0.0
2004-08-31,0.0,0.0,0.0
2004-09-30,0.0,0.0,0.0
2004-10-31,0.0,0.0,0.0
2004-11-30,0.0,0.0,0.0
2004-12-31,0.0,0.0,0.0
2005-01-31,7120261.810332745,6.556,329.0
2005-02-28,5558637.7165305,4.001,29.0
2005-03-31,-1144042.2624940092,1.385,8.0
2005-04-30,0.0,0.0,0.0
2005-05-31,0.0,0.0,0.0
2005-06-30,0.0,0.0,0.0
2005-07-31,0.0,0.0,0.0
2005-08-31,0.0,0.0,0.0
2005-09-30,0.0,0.0,0.0
2005-10-31,0.0,0.0,0.0
2005-11-30,0.0,0.0,0.0
2005-12-31,0.0,0.0,0.0
2006-01-31,20049769.241912037,1.566,328.0
2006-02-28,3106336.0080695157,2.913,29.0
2006-03-31,-1364711.5363897756,2.224,8.0
2006-04-30,0.0,0.0,0.0
2006-05-31,0.0,0.0,0.0
2006-06-30,0.0,0.0,0.0
2006-07-31,0.0,0.0,0.0
2006-08-31,0.0,0.0,0.0
2006-09-30,0.0,0.0,0.0
2006-10-31,0.0,0.0,0.0
2006-11-30,0.0,0.0,0.0
2006-12-31,0.0,0.0,0.0
2007-01-31,915006.4669015899,2.815,327.0
2007-02-28,819978.4670887259,3.248,30.0
2007-03-31,2188528.268253885,0.21799999999999997,8.0
2007-04-30,0.0,0.0,0.0
2007-05-31,0.0,0.0,0.0
2007-06-30,0.0,0.0,0.0
2007-07-31,0.0,0.0,0.0
2007-08-31,0.0,0.0,0.0
2007-09-30,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0
2007-12-31,0.0,0.0,0.0
2008-01-31,8532887.24850519,1.687,329.0
2008-02-29,6035045.365626467,3.693,28.0
2008-03-31,-383703.6428000865,2.384,8.0
2008-04-30,0.0,0.0,0.0
2008-05-31,0.0,0.0,0.0
2008-06-30,0.0,0.0,0.0
2008-07-31,0.0,0.0,0.0
2008-08-31,0.0,0.0,0.0
2008-09-30,0.0,0.0,0.0
2008-10-31,0.0,0.0,0.0
2008-11-30,0.0,0.0,0.0
2008-12-31,0.0,0.0,0.0
2009-01-31,6721651.148114072,4.61,330.0
2009-02-28,1947523.6879873965,5.159,28.0
2009-03-31,2153967.229865397,0.715,8.0
2009-04-30,0.0,0.0,0.0
2009-05-31,0.0,0.0,0.0
2009-06-30,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0
2009-08-31,0.0,0.0,0.0
2009-09-30,0.0,0.0,0.0
2009-10-31,0.0,0.0,0.0
2009-11-30,0.0,0.0,0.0
2009-12-31,0.0,0.0,0.0
2010-01-31,8043331.500713201,3.71,329.0
2010-02-28,-1694142.0050877456,6.35,28.0
2010-03-31,1159264.4201464416,1.02,8.0
2010-04-30,0.0,0.0,0.0
2010-05-31,0.0,0.0,0.0
2010-06-30,0.0,0.0,0.0
2010-07-31,0.0,0.0,0.0
2010-08-31,0.0,0.0,0.0
2010-09-30,0.0,0.0,0.0
2010-10-31,0.0,0.0,0.0
2010-11-30,0.0,0.0,0.0
2010-12-31,0.0,0.0,0.0
2011-01-31,1755194.6954658572,3.06,329.0
2011-02-28,5322542.828014723,3.59,25.0
2011-03-31,4134178.208959976,0.39,10.0
2011-04-30,0.0,0.0,0.0
2011-05-31,0.0,0.0,0.0
2011-06-30,0.0,0.0,0.0
2011-07-31,0.0,0.0,0.0
2011-08-31,0.0,0.0,0.0
2011-09-30,0.0,0.0,0.0
2011-10-31,0.0,0.0,0.0
2011-11-30,0.0,0.0,0.0
2011-12-31,0.0,0.0,0.0
2012-01-31,11256146.170530196,2.02,330.0
2012-02-29,9945739.299946046,2.77,29.0
2012-03-31,3233699.499275445,1.3800000000000001,7.0
2012-04-30,0.0,0.0,0.0
2012-05-31,0.0,0.0,0.0
2012-06-30,0.0,0.0,0.0
2012-07-31,0.0,0.0,0.0
2012-08-31,0.0,0.0,0.0
2012-09-30,0.0,0.0,0.0
2012-10-31,0.0,0.0,0.0
2012-11-30,0.0,0.0,0.0
2012-12-31,0.0,0.0,0.0
2013-01-31,2452633.7482847106,5.922,330.0
2013-02-28,3333774.6188861975,3.3770000000000002,28.0
2013-03-31,-1602762.9920251386,1.85,8.0
2013-04-30,0.0,0.0,0.0
2013-05-31,0.0,0.0,0.0
2013-06-30,0.0,0.0,0.0
2013-07-31,0.0,0.0,0.0
2013-08-31,0.0,0.0,0.0
2013-09-30,0.0,0.0,0.0
2013-10-31,0.0,0.0,0.0
2013-11-30,0.0,0.0,0.0
2013-12-31,0.0,0.0,0.0
2014-01-31,5350131.125962613,0.68,329.0
2014-02-28,4752569.15726262,2.33,28.0
2014-03-31,2437210.2599614216,0.18,8.0
2014-04-30,0.0,0.0,0.0
2014-05-31,0.0,0.0,0.0
2014-06-30,0.0,0.0,0.0
2014-07-31,0.0,0.0,0.0
2014-08-31,0.0,0.0,0.0
2014-09-30,0.0,0.0,0.0
2014-10-31,0.0,0.0,0.0
2014-11-30,0.0,0.0,0.0
2014-12-31,0.0,0.0,0.0
2015-01-31,5555360.420535431,0.31,329.0
2015-02-28,5160095.260798264,5.75,28.0
2015-03-31,4077639.9837674485,0.22,8.0
2015-04-30,0.0,0.0,0.0
2015-05-31,0.0,0.0,0.0
2015-06-30,0.0,0.0,0.0
2015-07-31,0.0,0.0,0.0
2015-08-31,0.0,0.0,0.0
2015-09-30,0.0,0.0,0.0
2015-10-31,0.0,0.0,0.0
2015-11-30,0.0,0.0,0.0
2015-12-31,0.0,0.0,0.0
2016-01-31,11180940.11774707,9.3,329.0
2016-02-29,587225.8974189257,14.3,29.0
2016-03-31,1664644.309240654,0.9,7.0
2016-04-30,0.0,0.0,0.0
2016-05-31,0.0,0.0,0.0
2016-06-30,0.0,0.0,0.0
2016-07-31,0.0,0.0,0.0
2016-08-31,0.0,0.0,0.0
2016-09-30,0.0,0.0,0.0
2016-10-31,0.0,0.0,0.0
2016-11-30,0.0,0.0,0.0
2016-12-31,0.0,0.0,0.0
2017-01-31,5177394.37579354,8.7,330.0
2017-02-28,5775580.818088326,7.9,28.0
2017-03-31,-360289.0839143242,1.0,8.0
2017-04-30,0.0,0.0,0.0
2017-05-31,0.0,0.0,0.0
2017-06-30,0.0,0.0,0.0
2017-07-31,0.0,0.0,0.0
2017-08-31,0.0,0.0,0.0
2017-09-30,0.0,0.0,0.0
2017-10-31,0.0,0.0,0.0
2017-11-30,0.0,0.0,0.0
2017-12-31,0.0,0.0,0.0
2018-01-31,5533659.044081281,8.2,329.0
2018-02-28,13868763.99786365,3.9000000000000004,28.0
2018-03-31,-2033178.0296849199,2.2,8.0
2018-04-30,0.0,0.0,0.0
2018-05-31,0.0,0.0,0.0
2018-06-30,0.0,0.0,0.0
2018-07-31,0.0,0.0,0.0
2018-08-31,0.0,0.0,0.0
2018-09-30,0.0,0.0,0.0
2018-10-31,0.0,0.0,0.0
2018-11-30,0.0,0.0,0.0
2018-12-31,0.0,0.0,0.0
