date,SO4,days_diff
2021-09-20 00:00:00,0.052,7.0
2021-09-27 00:00:00,0.041,7.0
2021-10-04 00:00:00,0.026,7.0
2021-10-11 00:00:00,0.031,7.0
2021-10-18 00:00:00,0.042,7.0
2021-10-25 00:00:00,0.031,7.0
2021-11-01 00:00:00,0.064,7.0
2021-11-08 00:00:00,0.143,7.0
2021-11-15 00:00:00,0.17,7.0
2021-11-22 00:00:00,0.146,7.0
2021-12-06 00:00:00,0.049,14.0
2021-12-13 00:00:00,0.035,7.0
2021-12-20 00:00:00,0.05,7.0
2021-12-27 00:00:00,0.216,7.0
