date,nwvf_time_integral,SO4,days_diff
2018-08-05,8597284.11940082,0.09,7.0
2018-09-23,1175747.3311638648,0.016,49.0
2018-09-30,-1247186.5020316308,0.028,7.0
2018-10-07,-514702.9455594941,0.045,7.0
2018-10-14,-1555606.324924564,0.047,7.0
2018-10-21,4644359.696083397,0.027,7.0
2018-10-28,3742464.4347415958,0.084,7.0
2018-11-04,-1373897.518754951,0.038,7.0
2018-11-11,3491830.437576184,0.037,7.0
2018-11-18,3115906.1814617356,0.043,7.0
2018-11-25,3246243.6053779423,0.091,7.0
2018-12-09,-1234362.3277935118,0.072,14.0
2018-12-16,548866.6348623426,0.096,7.0
2018-12-23,3491539.1965065296,0.216,7.0
2018-12-30,1944445.2332693439,0.142,7.0
2019-01-06,-152284.38128755824,0.102,7.0
2019-01-13,515540.1650175723,0.265,7.0
2019-01-20,-78598.48164566411,0.202,7.0
2019-01-27,-330204.7384444447,0.072,7.0
2019-02-03,274445.8277245083,0.214,7.0
2019-02-10,748119.8929068601,0.126,7.0
2019-02-17,-397511.3557752045,0.173,7.0
2019-02-24,-446607.92470908933,0.202,7.0
2019-03-03,1495904.841794007,0.153,7.0
2019-03-10,-1473718.1648006798,0.246,7.0
2019-03-17,-1050660.8992509888,0.168,7.0
2019-03-24,388382.87288865517,0.301,7.0
2019-03-31,1944087.3357022298,0.331,7.0
2019-06-23,-3316104.3680933677,0.038,84.0
2019-06-30,-1154993.6538367677,0.025,7.0
2019-07-14,-2933949.586199799,0.037,14.0
2019-07-21,-1704407.771761991,0.027,7.0
2019-07-28,1096879.8276683372,0.053,7.0
2019-08-18,-3556211.6174477255,0.016,21.0
2019-08-25,660244.2496906542,0.035,7.0
2019-09-01,2538585.252149208,0.048,7.0
2019-09-08,6833879.451851146,0.042,7.0
2019-09-15,4480150.981197129,0.03,7.0
2019-09-22,4672229.543603149,0.018,7.0
2019-09-29,-2227846.5620896397,0.032,7.0
2019-10-13,-2748115.657493555,0.028,14.0
2019-10-20,-962314.5392550343,0.03,7.0
2019-10-27,-157391.55662254352,0.06,7.0
2019-11-03,-2407692.2617568444,0.044,7.0
2019-11-10,-1304187.6766303624,0.031,7.0
2019-11-17,-436235.38656780444,0.023,7.0
2019-11-24,1343952.8297318798,0.024,7.0
2019-12-08,1028965.597811027,0.147,14.0
2019-12-15,492916.8001254248,0.277,7.0
2019-12-22,589056.4210383679,0.12,7.0
2019-12-29,-957918.0838280037,0.091,7.0
2020-01-05,1127177.8825160144,0.125,7.0
2020-01-12,12272.566391979744,0.445,7.0
2020-01-26,2592682.174988875,0.173,14.0
2020-02-02,32827.42742314215,0.185,7.0
2020-02-09,680477.8551729686,0.243,7.0
2020-02-16,1566401.8378032,0.287,7.0
2020-02-23,279556.8864557882,0.258,7.0
2020-03-01,-30846.760531173008,0.34,7.0
2020-03-08,-680642.7419313464,0.214,7.0
2020-03-29,596941.3334774533,0.173,21.0
2020-04-05,1176930.671061421,0.207,7.0
2020-04-12,-1267263.5022746315,0.231,7.0
2020-04-19,-56764.913985138504,0.166,7.0
2020-04-26,1887356.3285973882,0.208,7.0
2020-05-03,-2661985.907220565,0.168,7.0
2020-05-17,104641.82110961988,0.248,14.0
2020-05-24,-1763766.0822207115,0.057,7.0
2020-05-31,1361047.2979629417,0.03,7.0
2020-06-07,4740159.477846522,0.036,7.0
2020-06-14,1868975.8528705952,0.016,7.0
2020-06-21,2585185.733475182,0.046,7.0
2020-06-28,978795.3210709584,0.049,7.0
2020-07-05,635155.7516556082,0.021,7.0
2020-07-12,-1024865.373860438,0.013,7.0
2020-07-19,766878.8471263621,0.015,7.0
2020-07-26,2335508.1155275935,0.054,7.0
2020-08-02,3790498.0842108615,0.067,7.0
2020-08-09,3168034.776320931,0.081,7.0
2020-08-16,3683346.20177337,0.041,7.0
2020-08-23,3516575.6293196543,0.025,7.0
2020-09-13,6103609.891964637,0.027,21.0
2020-09-20,1309045.527988888,0.03,7.0
2020-09-27,1197342.6327527964,0.046,7.0
2020-10-04,1979541.2932276286,0.04,7.0
2020-10-11,7126834.860437489,0.036,7.0
2020-10-18,1988269.250945429,0.03,7.0
2020-10-25,-1939915.9063734883,0.034,7.0
2020-11-01,-532883.5691468945,0.02,7.0
2020-11-08,2057718.1174522853,0.049,7.0
2020-11-15,1866511.8682765,0.067,7.0
2020-11-22,5478036.526545425,0.054,7.0
2020-12-06,3829634.2694467017,0.214,14.0
2020-12-13,1949891.3612162229,0.075,7.0
2020-12-20,1074778.5464694828,0.197,7.0
2020-12-27,-192016.24564531195,0.068,7.0
2021-01-03,1936225.9078037706,0.115,7.0
2021-01-10,3018813.019878998,0.061,7.0
2021-01-17,2993139.025708088,0.142,7.0
2021-01-31,-1449650.6145272506,0.033,14.0
2021-02-07,-613021.2386466183,0.067,7.0
2021-02-14,-1068801.6751082886,0.073,7.0
2021-02-21,-524082.0078670976,0.025,7.0
2021-02-28,2966902.053232173,0.04,7.0
2021-03-07,1979553.9348168834,0.064,7.0
2021-03-14,-1773791.9256481174,0.17,7.0
2021-03-21,628847.8832856108,0.214,7.0
2021-03-28,598755.8558426287,0.303,7.0
2021-04-04,2233986.5806835396,0.213,7.0
2021-04-11,-607365.5949484135,0.263,7.0
2021-04-18,-911999.1108111376,0.262,7.0
2021-04-25,2438900.2696439023,0.18,7.0
2021-05-02,710084.4804458903,0.073,7.0
2021-05-09,-2998315.710031491,0.094,7.0
2021-05-16,-1426115.4401527783,0.125,7.0
2021-05-23,-83392.79042761186,0.099,7.0
2021-05-30,368877.41016639787,0.136,7.0
2021-06-06,388473.24921367445,0.1,7.0
2021-06-13,3033319.101795749,0.042,7.0
2021-06-20,5297756.244361729,0.061,7.0
2021-06-27,31924.552453737895,0.035,7.0
2021-07-04,3361731.832801101,0.03,7.0
2021-07-11,2706493.5269689774,0.053,7.0
2021-07-18,5664263.798068951,0.112,7.0
2021-07-25,3423209.1408584025,0.067,7.0
2021-08-01,-1458913.8227112705,0.067,7.0
2021-08-08,-3614517.847907468,0.015,7.0
2021-08-15,3136996.4817696186,0.018,7.0
2021-08-22,1551988.571643145,0.027,7.0
2021-08-29,-999128.341382227,0.044,7.0
2021-09-05,3584292.881604836,0.025,7.0
2021-09-12,-1128938.1102429645,0.041,7.0
2021-09-19,-681779.1598050353,0.082,7.0
2021-09-26,6523919.971692198,0.052,7.0
2021-10-03,6655008.228162118,0.041,7.0
2021-10-10,5210878.655779098,0.026,7.0
2021-10-17,2350554.0839345646,0.031,7.0
2021-10-24,-1380431.6436867502,0.042,7.0
2021-10-31,-2247665.4508249736,0.031,7.0
2021-11-07,104236.24453376734,0.064,7.0
2021-11-14,1203371.0673904563,0.143,7.0
2021-11-21,875283.4134584978,0.17,7.0
2021-11-28,668079.1441946075,0.146,7.0
2021-12-12,-590395.4151512666,0.049,14.0
2021-12-19,2257337.814270039,0.035,7.0
2021-12-26,758729.9822541333,0.05,7.0
2022-01-02,-1844737.7236378917,0.216,7.0
