date,nwvf_time_integral
2011-03-20,5242908.344891413
2011-03-27,-531339.6999543139
2011-04-03,985957.2647386774
2011-04-10,1841170.2590168158
2011-04-17,3338734.7788124676
2011-04-24,2369917.7639132915
2011-05-01,1928246.803905629
2011-08-07,-2851185.6311800373
2011-08-14,-2611470.2400114643
2011-08-21,5199350.813775876
2011-09-11,6241484.791435541
2011-09-18,1367852.6976896017
2011-09-25,2756014.8445874923
2011-10-02,3138180.694262168
2011-10-09,-651588.943929924
2011-10-16,2591292.3182317093
2011-10-23,176716.2998092193
2011-10-30,3855978.5002302704
2011-11-13,7271843.579525753
2011-11-20,-1192609.5171638348
2011-11-27,3187392.735050992
2011-12-11,1492984.498732591
2011-12-18,683205.2391306774
2011-12-25,2675145.8783209072
2012-01-08,2121486.883491467
2012-01-15,1790617.591630452
2012-01-22,2269685.678289929
2012-02-05,8712548.27581635
2012-02-12,3986325.5157199423
2012-02-19,634356.2542118636
2012-03-04,2836493.838159006
2012-03-11,4470950.639357614
2012-03-18,476930.3753259201
2012-04-01,-673032.3930755756
2012-04-08,-1899622.1280210023
2012-04-15,-683431.3190820415
2012-04-29,263396.66100890195
2012-05-13,-1403397.0053970278
2012-05-20,1157323.9971961481
2012-06-03,-948471.9595160786
2012-06-10,-2387130.4844517815
2012-06-17,-1216393.393892501
2012-06-24,-807684.504109786
2012-07-01,-415574.3765633012
2012-07-08,1427212.7475287553
2012-07-15,-2080831.8830546564
2012-07-22,-2204376.9799023564
2012-07-29,815512.8535703318
2012-08-05,-687248.1715846696
2012-08-12,2541562.7275254447
2012-08-19,-955223.8718420253
2012-08-26,-2333775.4672053256
2012-09-02,5158639.73749162
2012-09-09,1935359.3803082507
2012-09-16,3266527.0574135496
2012-09-23,195616.8871762392
2012-09-30,-292607.79160578403
2012-10-07,1602679.7167178332
2012-10-14,501806.50628059363
2012-10-21,-670043.8714135811
2012-10-28,-2004672.047633816
2012-11-04,-305103.72023981996
2012-11-11,258627.1810983498
2012-11-18,1051188.2080570466
2012-11-25,726291.0077467663
2012-12-02,503070.87899765506
2012-12-09,576888.0373762161
2012-12-16,1907110.3548255013
2012-12-23,1202184.540952594
2012-12-30,-106139.92960815551
2013-01-06,2211325.7791713933
2013-01-13,1112208.2147564315
2013-01-20,619026.3467635174
2013-01-27,-1371674.2710357173
2013-02-03,-125211.21183504982
2013-02-10,920705.8938669361
2013-02-17,1624156.9344763998
2013-02-24,267418.5547444531
2013-03-03,-244982.18777277117
2013-03-10,-1275376.1515498494
2013-03-17,-1229208.05905282
2013-03-24,-1516478.95394388
2013-03-31,-601726.2877157348
2013-04-07,-1130985.341550965
2013-04-14,-124092.44280510911
2013-04-21,773197.5264951847
2013-04-28,1938007.2762068324
2013-05-05,-406954.4957192988
2013-05-12,351592.39553935704
2013-05-19,1399117.0733541886
2013-05-26,2668620.585072925
2013-06-02,3288944.248209766
2013-06-09,3552530.5937673277
2013-06-16,-1590121.7159053083
2013-06-23,3949743.3219155907
2013-06-30,6814947.677346479
2013-07-07,8341294.5582621405
2013-07-14,886977.5574274246
2013-08-11,3120492.424557008
2013-09-08,4247607.917402413
2013-10-06,4071943.7533638887
2013-11-03,-457930.1178000526
2013-12-08,-867641.4821249398
2013-12-29,231556.17977135148
2014-01-26,2835057.360312865
2014-02-23,36350.73246322364
2014-03-23,-695375.4591928122
2014-04-06,47644.43404954416
2014-04-20,2347745.218078835
2014-05-18,799406.1256908777
2014-06-15,-418395.70391211525
2014-07-13,3343202.530246691
2014-07-27,7773767.288908342
2014-08-10,2456592.8930287445
2014-09-07,2109545.565952452
2014-10-05,5546721.25545826
2014-11-02,-789576.2838305495
2014-11-30,3710582.730071584
2014-12-28,-1216358.6887794998
2015-01-04,1295710.5731255151
2015-01-11,2965276.598150558
2015-01-18,-736655.7067665159
2015-01-25,2284840.098286923
2015-02-08,1128787.768283695
2015-02-22,3002663.306529389
2015-03-08,5290753.635261739
2015-03-22,4945248.742418218
2015-04-05,3963878.3429780332
2015-04-19,3884495.507652738
2015-05-03,-2179897.3312478834
2015-05-17,2209829.4565297216
2015-05-31,2468010.1885168133
2015-06-07,-1063641.6601378492
2015-06-14,-1340534.1443000787
2015-06-21,-595716.8596145666
2015-07-05,-2723984.1126602557
2015-07-12,-5228803.188421674
2015-07-19,-4664047.420196836
2015-08-02,-2611891.3905488956
2015-08-09,2238500.0482234824
2015-08-16,4314014.552921603
2015-08-23,5555174.974346807
2015-08-30,82835.53337127439
2015-09-06,-283269.743586701
2015-09-13,4479913.014898516
2015-09-20,1968246.5781646327
2015-09-27,4144652.1746501587
2015-10-04,2492655.411780844
2015-10-11,4091700.520539526
2015-10-18,2494939.777168864
2015-10-25,2129680.698915452
2015-11-01,2179755.4259227663
2015-11-08,939578.2529021043
2015-11-15,3178749.4945717705
2015-11-29,505145.22320316127
2015-12-06,425715.7325125224
2015-12-13,-1482294.4164759577
2015-12-20,470700.1272434759
2015-12-27,805677.9678553204
2016-01-10,7811939.263066765
2016-01-17,-752956.6881182832
2016-01-24,1284176.8506918494
2016-02-07,789674.573348916
2016-02-14,696135.2152212925
2016-02-21,2721476.5941741196
2016-03-06,139115.45766467846
2016-03-13,3734899.4219014817
2016-03-20,-408265.8927083754
2016-04-03,1146743.0209757835
2016-04-10,-532788.9139401997
2016-04-17,-2024370.0906768676
2016-05-01,14723.371432130545
2016-05-08,2284725.6175418776
2016-05-15,-25141.862273216473
2016-05-22,1093252.5420709027
2016-05-29,4019971.7956965542
2016-06-05,-161768.919531685
2016-06-12,-2131700.686610984
2016-06-19,1330236.356817205
2016-06-26,2657945.5205130856
2016-07-03,3746167.823171108
2016-07-10,1004568.1427249253
2016-07-24,2204575.409862958
2016-07-31,-1171767.6775327043
2016-08-07,-750961.5502085407
2016-08-21,8409418.342213832
2016-08-28,-886999.4571217513
2016-09-04,1467420.473607179
2016-09-18,7308030.723665891
2016-09-25,5779422.341442483
2016-10-02,3022175.3479904663
2016-10-09,3467208.076068604
2016-10-16,3820035.6083260486
2016-10-23,5858435.002451395
2016-10-30,4104890.913949745
2016-11-06,113792.9176846684
2016-11-13,6497967.118934787
2016-11-20,4034981.419534417
2016-11-27,-72560.4019866434
2016-12-04,-319081.02818102314
2016-12-11,-1152100.659831223
2016-12-18,2037504.6670552657
2016-12-25,3313672.078682406
2017-01-01,406461.93095025304
2017-01-08,1202712.3615803493
2017-01-22,1207455.9314615275
2017-01-29,2048146.9982646927
2017-02-05,2136261.4664315763
2017-02-12,4367888.4469876075
2017-02-19,-138082.98026242023
2017-02-26,4975.978179589612
2017-03-05,-1248042.258614247
2017-03-12,731223.1876996133
2017-03-19,1083347.1794957956
2017-03-26,1362853.8786679558
2017-04-02,-1363886.6465479084
2017-04-09,-150740.2587984282
2017-04-16,-1036857.6316012652
2017-04-30,104329.53144528334
2017-05-07,-1021498.9442039257
2017-05-14,-2211404.923885885
2017-05-21,295163.1471205239
2017-05-28,-1852648.2689906305
2017-06-04,-2644060.040704418
2017-06-11,1311167.4489549836
2017-06-25,-2630721.0888679717
2017-07-02,341581.2357593971
2017-07-09,2181372.4664465343
2017-07-16,5089210.586286829
2017-07-23,5528848.86472372
2017-07-30,239488.9304009515
2017-08-06,-1475673.104083267
2017-08-13,1202004.7114406677
2017-08-20,1363926.6871551978
2017-08-27,1201772.9218597452
2017-09-03,2343971.4782755906
2017-09-10,6804881.830492931
2017-09-17,1599923.811917235
2017-09-24,4642430.330457013
2017-10-01,9648930.214418815
2017-10-08,2339680.188554906
2017-10-15,3456802.23088346
2017-10-22,-17445.820754769127
2017-10-29,927611.7965519927
2017-11-05,-295014.2122352052
2017-11-12,919616.005291271
2017-11-19,-242958.00093169056
2017-11-26,-1364783.912393036
2017-12-03,-245332.201775263
2017-12-10,-1375434.416482869
2017-12-17,226379.05275994207
2017-12-24,1750265.8467112079
2017-12-31,-1565910.1049259605
2018-01-07,-212772.7313107574
2018-01-14,3479526.7302325116
2018-01-21,3236294.503833542
2018-01-28,130818.35505359713
2018-02-04,884563.4949108224
2018-02-11,5054968.852598992
2018-02-18,2715785.7178554214
2018-02-25,3623735.318635658
2018-03-04,368948.76543104055
2018-03-11,-759174.5438413342
2018-03-18,288237.0149878825
2018-03-25,-1106628.5030894207
2018-04-01,-1401942.4371810418
2018-04-08,-609290.3146745546
2018-04-15,1194569.1517278727
2018-04-22,7368.997330107857
2018-04-29,-222853.44074601264
2018-05-06,5189514.946246259
2018-05-13,4555642.274071223
2018-05-20,3221424.1582405292
2018-05-27,2693928.0056889476
2018-06-03,709991.6710797037
2018-06-10,-2673538.260893541
2018-06-17,548036.2520872767
2018-06-24,2692139.2440476115
2018-07-01,2563446.322416389
2018-07-08,4652796.64743752
2018-07-15,6832227.335564839
2018-07-22,7999078.947685263
2018-07-29,8970324.051687941
2018-08-05,5333797.986987224
2018-08-12,-2212909.762752597
2018-08-19,1257530.0711229434
2018-08-26,676723.2073066585
2018-09-02,6418773.978324871
2018-09-09,4549544.389702595
2018-09-16,1804671.4973777244
2018-09-23,-1384332.6917300192
2018-09-30,-76204.53180461335
2018-10-07,-1722325.1551675543
2018-10-14,3454598.660123236
2018-10-21,4231314.551794834
2018-10-28,-1243211.5483295636
2018-11-04,3107684.738994726
2018-11-11,3553469.910034912
2018-11-18,2568861.3436879436
2018-11-25,-317016.4196259182
2018-12-02,-187347.58589479915
2018-12-09,1045228.1704591908
2018-12-16,2938356.970559599
2018-12-23,2243478.832998554
2018-12-30,161092.55848731985
2019-01-06,518977.5758034571
2019-01-13,-50240.506113168216
2019-01-20,-745758.7211497864
2019-01-27,461014.43610084173
2019-02-03,537790.9062854166
2019-02-10,-109525.74865076039
2019-02-17,-295897.3050926741
2019-02-24,1263142.5974741213
2019-03-03,-1242730.2813999588
2019-03-10,-1179535.8411769073
2019-03-17,101548.252256179
2019-03-24,2365610.9882457694
2019-03-31,176999.44933222176
2019-04-07,47436.91591332203
2019-04-14,318655.3296343329
2019-04-21,3439422.9411397874
2019-04-28,828023.3746418174
2019-05-05,-3282397.457288586
2019-05-12,-229222.1461833431
2019-05-19,358831.91534201946
2019-05-26,-2135604.7567841844
2019-06-02,-1165106.0177882786
2019-06-09,-632591.1113118485
2019-06-16,-3083924.9521622015
2019-06-23,-1756650.659136686
2019-06-30,-782533.8252575931
2019-07-07,-2000749.3485451268
2019-07-14,-1702972.2844447868
2019-07-21,563038.3897340032
2019-07-28,3437838.248212053
2019-08-04,-3778432.835235018
2019-08-11,-4359290.316532397
2019-08-18,-418905.17506392323
2019-08-25,3039000.387702893
2019-09-01,6380060.740231001
2019-09-08,3987957.572778594
2019-09-15,6206674.000325514
2019-09-22,-2731016.742629949
2019-09-29,-471349.37974750064
2019-10-06,-2164093.6796612586
2019-10-13,-605374.1031146897
2019-10-20,-274044.28007427533
2019-10-27,-1920077.516127671
2019-11-10,-2430549.9430953767
2019-11-17,1276586.2793003714
2019-11-24,2565531.013437365
2019-12-08,-561410.1425807899
2019-12-15,329164.62205978244
2019-12-22,-869687.8986430079
2019-12-29,1123055.9691769495
2020-01-05,-336642.01520819624
2020-01-12,2753198.5140359756
2020-01-19,-446569.18427995953
2020-01-26,687178.367470914
2020-02-02,695939.4878651586
2020-02-09,1252771.8797565463
2020-02-16,345720.26898232946
2020-02-23,299973.10684063926
2020-03-22,72104.55359815375
2020-04-05,584983.9597838867
2020-04-12,-190688.58132440067
2020-04-19,1865784.6440069124
2020-04-26,-2247225.184240961
2020-05-03,-414049.2902393878
2020-05-10,342152.18651519803
2020-05-17,-1641502.1569960883
2020-05-24,524651.4951962748
2020-05-31,4824038.839326438
2020-06-07,1716324.275243973
2020-06-14,2651697.559100844
2020-06-21,1351357.708028695
2020-06-28,1190871.696014788
2020-07-05,-1436303.2690473506
2020-07-12,691607.5632198215
2020-07-19,1766865.354894157
2020-07-26,3645815.039418132
2020-08-02,3745782.700872576
2020-08-09,3254274.9023081902
2020-08-16,4470359.29648672
2020-08-23,-420348.5331647312
2020-08-30,-510986.2509277622
2020-09-06,5698624.01760828
2020-09-13,2127726.8762291213
2020-09-20,854646.1863152133
2020-09-27,1237335.787606103
2020-10-04,7090804.155964377
2020-10-11,3070240.9151487797
2020-10-18,-1557156.5021307534
2020-10-25,-1046431.277944798
2020-11-01,1178666.085893249
2020-11-08,2867179.5044085784
2020-11-15,4879997.029363752
2020-11-22,1414705.0801101387
2020-11-29,2391233.1530626453
2020-12-06,2412366.742680351
2020-12-13,1269823.1963642132
2020-12-20,-553943.6562888407
2020-12-27,2404893.7880311054
2021-01-03,1937719.3233446775
2021-01-10,3638381.4688965864
2021-01-17,746478.7648107719
2021-01-24,-1753864.4203314295
2021-01-31,-728408.961949469
2021-02-07,-875214.5214447024
2021-02-14,-1033084.3333241163
2021-02-21,2768685.2242484675
2021-02-28,2151237.035826474
2021-03-07,-1490371.8424259676
2021-03-14,658140.1617311654
2021-03-21,358850.1120266995
2021-03-28,1848206.3269352594
2021-04-04,16358.985680626114
2021-04-11,-730579.6262345748
2021-04-18,1161852.416639687
2021-04-25,1918548.2992109447
2021-05-02,-2772980.0589589337
2021-05-09,-1831958.8929678486
2021-05-16,-73874.29534102458
2021-05-23,491700.6525151668
2021-05-30,-327642.3469789941
2021-06-06,3392652.2817137567
2021-06-13,4954905.456667981
2021-06-20,319272.61216332583
2021-06-27,3426083.954446018
2021-07-04,2412976.4553606305
2021-07-11,5826840.83584139
2021-07-18,3915731.7557812333
2021-07-19,-171571.87710045278
2021-07-26,-1458913.8227112705
2021-08-02,-3614517.847907468
2021-08-09,3136996.4817696186
2021-08-16,1551988.571643145
2021-08-23,-999128.341382227
2021-08-30,3584292.881604836
2021-09-06,-1128938.1102429645
2021-09-13,-681779.1598050353
2021-09-20,6523919.971692198
2021-09-27,6655008.228162118
2021-10-04,5210878.655779098
2021-10-11,2350554.0839345646
2021-10-18,-1380431.6436867502
2021-10-25,-2247665.4508249736
2021-11-01,104236.24453376734
2021-11-08,1203371.0673904563
2021-11-15,875283.4134584978
2021-11-22,668079.1441946075
2021-11-29,-1233360.4074827803
2021-12-06,642964.9923315139
2021-12-13,2257337.814270039
2021-12-20,758729.9822541333
2022-01-02,-2674195.5108294445
2022-01-09,-102524.65410146852
2022-01-23,2002258.626491963
2022-01-30,329077.83313428744
2022-02-06,260632.51942280438
2022-02-13,377096.78646556765
2022-02-20,-708804.0071311907
2022-02-27,-56389.94402725971
2022-03-06,1058226.4930464916
2022-03-13,3605350.302161547
2022-03-20,5501283.172911908
2022-03-27,280257.8320798082
2022-04-03,-2267191.7773981
2022-04-10,-878632.2517858446
2022-04-17,1246675.8149401948
2022-04-24,1016609.6701303447
2022-05-01,-1587786.783579314
2022-05-08,-501181.5812834644
2022-05-15,246278.61412244034
2022-05-22,-17561.43087708995
2022-05-29,2214952.547718531
2022-06-05,2794037.7223549983
2022-06-12,1122304.261849661
2022-06-19,1906446.9932389106
2022-06-26,1693926.8857312198
2022-07-03,5562812.102341214
2022-07-10,24721166.180004805
2022-07-17,30163503.825204484
2022-07-24,30947411.823747575
2022-07-31,30756396.22031114
2022-08-07,30947411.823747575
2022-08-14,30748090.54744617
2022-08-21,30947411.823747575
2022-08-28,30947411.823747575
2022-09-04,30947411.823747575
2022-09-11,30947411.823747575
2022-09-18,30947411.823747575
2022-09-25,30766857.804680083
2022-10-02,30947411.823747575
2022-10-09,30947411.823747575
2022-10-16,30947411.823747575
2022-10-23,30947411.823747575
2022-10-30,30947411.823747575
2022-11-06,30947411.823747575
2022-11-13,30947411.823747575
2022-11-20,30947411.823747575
2022-11-27,30947411.823747575
2022-12-04,30947411.823747575
