time,nwvf
2014-01-17 02:00:00,74959.52116874137
2014-01-17 08:00:00,72976.56240776443
2014-01-17 14:00:00,77049.00390976231
2014-01-17 20:00:00,72150.90396191819
2014-01-18 02:00:00,61322.267330848925
2014-01-18 08:00:00,51189.66173169017
2014-01-18 14:00:00,50224.19753350084
2014-01-18 20:00:00,54616.573491793155
2014-01-19 02:00:00,65041.95272092099
2014-01-19 08:00:00,68208.04804506809
2014-01-19 14:00:00,69277.74028760588
2014-01-19 20:00:00,68239.88440036046
2014-01-20 02:00:00,75920.20294217218
2014-01-20 08:00:00,76163.47452539395
2014-01-20 14:00:00,76903.0214397282
2014-01-20 20:00:00,71294.25038418217
2014-01-21 02:00:00,88887.91266622876
2014-01-21 08:00:00,101680.44807388751
2014-01-21 14:00:00,86215.98264322295
2014-01-21 20:00:00,65735.00461359904
2014-01-22 02:00:00,58383.056000323464
2014-01-22 08:00:00,74658.53980104289
2014-01-22 14:00:00,115923.38276166361
2014-01-22 20:00:00,144805.72398021902
2014-01-23 02:00:00,152983.07541896988
2014-01-23 08:00:00,143894.95324612907
2014-01-23 14:00:00,132274.04218966104
2014-01-23 20:00:00,121721.82878010558
2014-01-24 02:00:00,112555.34734445755
2014-01-24 08:00:00,116618.5679225284
2014-01-24 14:00:00,111550.77787715434
2014-01-24 20:00:00,117013.39449987122
2014-01-25 02:00:00,125004.9424624354
2014-01-25 08:00:00,135914.3365401558
2014-01-25 14:00:00,134922.31570924522
2014-01-25 20:00:00,123265.15303653185
2014-01-26 02:00:00,107523.27908401447
2014-01-26 08:00:00,100822.75342409522
2014-01-26 14:00:00,92047.96605433496
2014-01-26 20:00:00,57476.714470115796
2014-01-27 02:00:00,21156.945186235553
2014-01-27 08:00:00,3260.6214135068126
2014-01-27 14:00:00,6412.620436106197
2014-01-27 20:00:00,16021.023016714244
2014-01-28 02:00:00,26158.892071693237
2014-01-28 08:00:00,38921.173646538
2014-01-28 14:00:00,43933.42668058851
2014-01-28 20:00:00,53281.43576076353
2014-01-29 02:00:00,51883.13655989107
2014-01-29 08:00:00,54090.28368148678
2014-01-29 14:00:00,59381.03046205589
2014-01-29 20:00:00,64758.48367245488
2014-01-30 02:00:00,90421.32814754795
2014-01-30 08:00:00,93265.31391842588
2014-01-30 14:00:00,89571.96207420588
2014-01-30 20:00:00,100814.07162676877
2014-01-31 02:00:00,105847.97105859655
2014-01-31 08:00:00,95602.71588577695
2014-01-31 14:00:00,90878.63763883979
2014-01-31 20:00:00,56705.71695486717
2014-02-01 02:00:00,36673.93363166788
2014-02-01 08:00:00,27011.079264402095
2014-02-01 14:00:00,24942.792099776918
2014-02-01 20:00:00,16718.669104604913
2014-02-02 02:00:00,17276.21431481512
2014-02-02 08:00:00,39032.86812954007
2014-02-02 14:00:00,72563.00582869485
2014-02-02 20:00:00,67979.58385278961
2014-02-03 02:00:00,102003.4592699197
2014-02-03 08:00:00,101762.43249831928
2014-02-03 14:00:00,71786.338188854
2014-02-03 20:00:00,39493.86320181686
2014-02-04 02:00:00,35084.08414390523
2014-02-04 08:00:00,76004.5994933772
2014-02-04 14:00:00,79090.9226712121
2014-02-04 20:00:00,73977.86458196247
2014-02-05 02:00:00,98176.51557219251
2014-02-05 08:00:00,102414.71991329374
2014-02-05 14:00:00,96966.39014549201
2014-02-05 20:00:00,79351.48813444015
2014-02-06 02:00:00,60702.35539776742
2014-02-06 08:00:00,40363.44652268037
2014-02-06 14:00:00,25762.52247683843
2014-02-06 20:00:00,15226.537475106657
2014-02-07 02:00:00,8005.056337258664
2014-02-07 08:00:00,10950.693034381457
2014-02-07 14:00:00,16761.892185512817
2014-02-07 20:00:00,16818.00782840336
2014-02-08 02:00:00,23335.583665004473
2014-02-08 08:00:00,39134.9164292707
2014-02-08 14:00:00,53290.16868216417
2014-02-08 20:00:00,74609.5536426806
2014-02-09 02:00:00,87538.9435493086
2014-02-09 08:00:00,97894.08759578266
2014-02-09 14:00:00,113463.41315025844
2014-02-09 20:00:00,114740.0463498398
2014-02-10 02:00:00,107392.86621839342
2014-02-10 08:00:00,112138.11912733235
2014-02-10 14:00:00,105558.91554311416
2014-02-10 20:00:00,113654.29185271947
2014-02-11 02:00:00,128895.87491047871
2014-02-11 08:00:00,148020.94489202165
2014-02-11 14:00:00,136094.6557974746
2014-02-11 20:00:00,119603.88852033207
2014-02-12 02:00:00,98342.11109614397
2014-02-12 08:00:00,88821.70234250682
2014-02-12 14:00:00,69776.66012764702
2014-02-12 20:00:00,49006.30124752314
2014-02-13 02:00:00,29197.153972144424
2014-02-13 08:00:00,15743.77019090558
2014-02-13 14:00:00,5886.291120833404
2014-02-13 20:00:00,4969.17635390052
2014-02-14 02:00:00,16150.443610531658
2014-02-14 08:00:00,34102.63902488775
2014-02-14 14:00:00,44743.97099104632
2014-02-14 20:00:00,39317.16910612259
2014-02-15 02:00:00,38900.93083697947
2014-02-15 08:00:00,47204.07538410165
2014-02-15 14:00:00,54143.39694692931
2014-02-15 20:00:00,41586.59929301365
2014-02-16 02:00:00,25229.772442611415
2014-02-16 08:00:00,21453.422987762016
2014-02-16 14:00:00,20542.568596096113
2014-02-16 20:00:00,6001.227334903562
